epoch,step,split,eval_scope,eval_batches,eval_max_batches,loss,lr,val_mse,val_mse_lo,val_mse_hi,val_mae,val_mae_lo,val_mae_hi,test_mse,test_mse_lo,test_mse_hi,test_mae,test_mae_lo,test_mae_hi
0,20,train,,,,702.8421600341796,6.153846153846155e-06,,,,,,,,,,,,
0,40,train,,,,594.9609909057617,1.076923076923077e-05,,,,,,,,,,,,
0,60,train,,,,517.9696334838867,1.5384615384615387e-05,,,,,,,,,,,,
0,80,train,,,,366.98908309936525,2e-05,,,,,,,,,,,,
0,100,train,,,,279.9638366699219,2e-05,,,,,,,,,,,,
0,120,train,,,,199.9061248779297,2e-05,,,,,,,,,,,,
0,140,train,,,,138.001851272583,2e-05,,,,,,,,,,,,
0,160,train,,,,116.58476676940919,2e-05,,,,,,,,,,,,
0,180,train,,,,92.90340461730958,2e-05,,,,,,,,,,,,
0,200,train,,,,73.74460945129394,2e-05,,,,,,,,,,,,
0,220,train,,,,62.64834766387939,2e-05,,,,,,,,,,,,
0,240,train,,,,62.34303455352783,2e-05,,,,,,,,,,,,
0,260,train,,,,52.10671463012695,2e-05,,,,,,,,,,,,
0,280,train,,,,46.18369846343994,2e-05,,,,,,,,,,,,
0,300,train,,,,38.50944604873657,2e-05,,,,,,,,,,,,
0,320,train,,,,37.13844509124756,2e-05,,,,,,,,,,,,
0,340,train,,,,35.596115589141846,2e-05,,,,,,,,,,,,
0,360,train,,,,31.038048458099365,2e-05,,,,,,,,,,,,
0,380,train,,,,24.295078897476195,2e-05,,,,,,,,,,,,
0,400,train,,,,24.554225349426268,2e-05,,,,,,,,,,,,
0,420,train,,,,23.36869606971741,2e-05,,,,,,,,,,,,
0,440,train,,,,20.497916555404665,2e-05,,,,,,,,,,,,
0,460,train,,,,20.358676719665528,2e-05,,,,,,,,,,,,
0,480,train,,,,18.474172592163086,2e-05,,,,,,,,,,,,
0,500,train,,,,20.170060634613037,2e-05,,,,,,,,,,,,
0,500,,step,64,64,,,4.885659694671631,4.71173620223999,5.062999248504639,1.5478943586349487,1.5290791988372803,1.5712459087371826,,,,,,
0,520,train,,,,16.48221468925476,2e-05,,,,,,,,,,,,
0,540,train,,,,15.40233335494995,2e-05,,,,,,,,,,,,
0,560,train,,,,13.740309906005859,2e-05,,,,,,,,,,,,
0,580,train,,,,11.205854153633117,2e-05,,,,,,,,,,,,
0,600,train,,,,10.388465428352356,2e-05,,,,,,,,,,,,
0,620,train,,,,8.765511107444762,2e-05,,,,,,,,,,,,
0,640,train,,,,8.170080471038819,2e-05,,,,,,,,,,,,
0,660,train,,,,8.809920811653138,2e-05,,,,,,,,,,,,
0,680,train,,,,8.364962899684906,2e-05,,,,,,,,,,,,
0,700,train,,,,7.9770131468772885,2e-05,,,,,,,,,,,,
0,720,train,,,,6.034624767303467,2e-05,,,,,,,,,,,,
0,740,train,,,,5.953147709369659,2e-05,,,,,,,,,,,,
0,760,train,,,,6.010687446594238,2e-05,,,,,,,,,,,,
0,780,train,,,,5.853254282474518,2e-05,,,,,,,,,,,,
0,800,train,,,,4.423222863674164,2e-05,,,,,,,,,,,,
0,820,train,,,,4.8147777915000916,2e-05,,,,,,,,,,,,
0,840,train,,,,3.8818050265312194,2e-05,,,,,,,,,,,,
0,860,train,,,,3.83280154466629,2e-05,,,,,,,,,,,,
0,880,train,,,,3.207456535100937,2e-05,,,,,,,,,,,,
0,900,train,,,,3.2651853919029237,2e-05,,,,,,,,,,,,
0,920,train,,,,3.1353299379348756,2e-05,,,,,,,,,,,,
0,940,train,,,,2.695254498720169,2e-05,,,,,,,,,,,,
0,960,train,,,,2.5884923458099367,2e-05,,,,,,,,,,,,
0,980,train,,,,2.32393878698349,2e-05,,,,,,,,,,,,
0,1000,train,,,,1.6748660266399384,2e-05,,,,,,,,,,,,
0,1000,,step,64,64,,,0.7046099901199341,0.6715050935745239,0.7425786852836609,0.5495806336402893,0.5409101247787476,0.5581746101379395,,,,,,
0,1020,train,,,,1.8123605310916902,2e-05,,,,,,,,,,,,
0,1040,train,,,,2.040362739562988,2e-05,,,,,,,,,,,,
0,1060,train,,,,1.7561934173107148,2e-05,,,,,,,,,,,,
0,1080,train,,,,1.5007542043924331,2e-05,,,,,,,,,,,,
0,1100,train,,,,1.3913279205560685,2e-05,,,,,,,,,,,,
0,1120,train,,,,1.3361001431941986,2e-05,,,,,,,,,,,,
0,1140,train,,,,1.4171127825975418,2e-05,,,,,,,,,,,,
0,1160,train,,,,1.331753921508789,2e-05,,,,,,,,,,,,
0,1180,train,,,,1.3590053111314773,2e-05,,,,,,,,,,,,
0,1200,train,,,,1.0461613625288009,2e-05,,,,,,,,,,,,
0,1220,train,,,,1.0650377035140992,2e-05,,,,,,,,,,,,
0,1240,train,,,,1.0105838268995284,2e-05,,,,,,,,,,,,
0,1260,train,,,,0.9753418534994125,2e-05,,,,,,,,,,,,
0,1280,train,,,,0.8575891762971878,2e-05,,,,,,,,,,,,
0,1300,train,,,,0.8646362602710724,2e-05,,,,,,,,,,,,
0,1320,train,,,,0.8439739108085632,2e-05,,,,,,,,,,,,
0,1340,train,,,,0.8060722559690475,2e-05,,,,,,,,,,,,
0,1360,train,,,,0.770960322022438,2e-05,,,,,,,,,,,,
0,1380,train,,,,0.7352373212575912,2e-05,,,,,,,,,,,,
0,1400,train,,,,0.7628282770514488,2e-05,,,,,,,,,,,,
0,1420,train,,,,0.6915454939007759,2e-05,,,,,,,,,,,,
0,1440,train,,,,0.7219768017530441,2e-05,,,,,,,,,,,,
0,1460,train,,,,0.6429253980517388,2e-05,,,,,,,,,,,,
0,1480,train,,,,0.5733948901295662,2e-05,,,,,,,,,,,,
0,1500,train,,,,0.6302663818001747,2e-05,,,,,,,,,,,,
0,1500,,step,64,64,,,0.4027937352657318,0.368816077709198,0.4444924294948578,0.3905245065689087,0.3848622739315033,0.3962654769420624,,,,,,
0,1520,train,,,,0.5585634723305702,2e-05,,,,,,,,,,,,
0,1540,train,,,,0.5613952517509461,2e-05,,,,,,,,,,,,
0,1560,train,,,,0.5812572881579399,2e-05,,,,,,,,,,,,
0,1580,train,,,,0.5747594773769379,2e-05,,,,,,,,,,,,
0,1600,train,,,,0.5417368888854981,2e-05,,,,,,,,,,,,
0,1620,train,,,,0.45874686241149903,2e-05,,,,,,,,,,,,
0,1640,train,,,,0.48663925677537917,2e-05,,,,,,,,,,,,
0,1660,train,,,,0.4939348116517067,2e-05,,,,,,,,,,,,
0,1680,train,,,,0.49443561732769015,2e-05,,,,,,,,,,,,
0,1700,train,,,,0.42687457203865053,2e-05,,,,,,,,,,,,
0,1720,train,,,,0.4222129851579666,2e-05,,,,,,,,,,,,
0,1740,train,,,,0.41454786360263823,2e-05,,,,,,,,,,,,
0,1760,train,,,,0.3880158767104149,2e-05,,,,,,,,,,,,
0,1780,train,,,,0.37483983784914016,2e-05,,,,,,,,,,,,
0,1800,train,,,,0.4065143808722496,2e-05,,,,,,,,,,,,
0,1820,train,,,,0.39134277403354645,2e-05,,,,,,,,,,,,
0,1840,train,,,,0.38230290114879606,2e-05,,,,,,,,,,,,
0,1860,train,,,,0.4909850001335144,2e-05,,,,,,,,,,,,
0,1880,train,,,,0.3981749877333641,2e-05,,,,,,,,,,,,
0,1900,train,,,,0.3733335927128792,2e-05,,,,,,,,,,,,
0,1920,train,,,,0.3919950842857361,2e-05,,,,,,,,,,,,
0,1940,train,,,,0.3897221893072128,2e-05,,,,,,,,,,,,
0,1960,train,,,,0.3470433309674263,2e-05,,,,,,,,,,,,
0,1980,train,,,,0.35278090834617615,2e-05,,,,,,,,,,,,
0,2000,train,,,,0.37120925039052965,2e-05,,,,,,,,,,,,
0,2000,,step,64,64,,,0.24624992907047272,0.2265695184469223,0.2758787274360657,0.3113115131855011,0.30637264251708984,0.3158392608165741,,,,,,
0,2020,train,,,,0.33573983460664747,2e-05,,,,,,,,,,,,
0,2040,train,,,,0.32928139343857765,2e-05,,,,,,,,,,,,
0,2060,train,,,,0.39446025863289835,2e-05,,,,,,,,,,,,
0,2080,train,,,,0.30928064733743665,2e-05,,,,,,,,,,,,
0,2100,train,,,,0.2953823447227478,2e-05,,,,,,,,,,,,
0,2120,train,,,,0.3144447073340416,2e-05,,,,,,,,,,,,
0,2140,train,,,,0.2951063796877861,2e-05,,,,,,,,,,,,
0,2160,train,,,,0.30339045971632006,2e-05,,,,,,,,,,,,
0,2180,train,,,,0.29290595427155497,2e-05,,,,,,,,,,,,
0,2200,train,,,,0.29335440769791604,2e-05,,,,,,,,,,,,
0,2220,train,,,,0.25770714432001113,2e-05,,,,,,,,,,,,
0,2240,train,,,,0.26754900217056277,2e-05,,,,,,,,,,,,
0,2260,train,,,,0.2962545625865459,2e-05,,,,,,,,,,,,
0,2280,train,,,,0.24020924493670465,2e-05,,,,,,,,,,,,
0,2300,train,,,,0.23129502087831497,2e-05,,,,,,,,,,,,
0,2320,train,,,,0.2780404068529606,2e-05,,,,,,,,,,,,
0,2340,train,,,,0.297402922809124,2e-05,,,,,,,,,,,,
0,2360,train,,,,0.26387572661042213,2e-05,,,,,,,,,,,,
0,2380,train,,,,0.22349267527461053,2e-05,,,,,,,,,,,,
0,2400,train,,,,0.2250631995499134,2e-05,,,,,,,,,,,,
0,2420,train,,,,0.22212171405553818,2e-05,,,,,,,,,,,,
0,2440,train,,,,0.21069527938961982,2e-05,,,,,,,,,,,,
0,2460,train,,,,0.24851176887750626,2e-05,,,,,,,,,,,,
0,2480,train,,,,0.2281910516321659,2e-05,,,,,,,,,,,,
0,2500,train,,,,0.21784106642007828,2e-05,,,,,,,,,,,,
0,2500,,step,64,64,,,0.16248416900634766,0.15210840106010437,0.17090746760368347,0.2568577527999878,0.2522991895675659,0.26101866364479065,,,,,,
0,2520,train,,,,0.21203147023916244,2e-05,,,,,,,,,,,,
0,2540,train,,,,0.2194222815334797,2e-05,,,,,,,,,,,,
0,2560,train,,,,0.2114766851067543,2e-05,,,,,,,,,,,,
0,2580,train,,,,0.18019135445356368,2e-05,,,,,,,,,,,,
0,2600,train,,,,0.23668648451566696,2e-05,,,,,,,,,,,,
0,2620,train,,,,0.1946692444384098,2e-05,,,,,,,,,,,,
0,2640,train,,,,0.19359200671315194,2e-05,,,,,,,,,,,,
0,2660,train,,,,0.19449968598783016,2e-05,,,,,,,,,,,,
0,2680,train,,,,0.20302612856030464,2e-05,,,,,,,,,,,,
0,2700,train,,,,0.22281023636460304,2e-05,,,,,,,,,,,,
0,2720,train,,,,0.17863480225205422,2e-05,,,,,,,,,,,,
0,2740,train,,,,0.17106869146227838,2e-05,,,,,,,,,,,,
0,2760,train,,,,0.17771555669605732,2e-05,,,,,,,,,,,,
0,2780,train,,,,0.17928850129246712,2e-05,,,,,,,,,,,,
0,2800,train,,,,0.18278698883950711,2e-05,,,,,,,,,,,,
0,2820,train,,,,0.19640595838427544,2e-05,,,,,,,,,,,,
0,2840,train,,,,0.17755280435085297,2e-05,,,,,,,,,,,,
0,2860,train,,,,0.18969307392835616,2e-05,,,,,,,,,,,,
0,2880,train,,,,0.18405919075012206,2e-05,,,,,,,,,,,,
0,2900,train,,,,0.16089617237448692,2e-05,,,,,,,,,,,,
0,2920,train,,,,0.1973078429698944,2e-05,,,,,,,,,,,,
0,2940,train,,,,0.17158698439598083,2e-05,,,,,,,,,,,,
0,2960,train,,,,0.19452644996345042,2e-05,,,,,,,,,,,,
0,2980,train,,,,0.1605900552123785,2e-05,,,,,,,,,,,,
