benchmark,pair,region,tol_cm,snr_bin,n_cases,n_cases_with_source,n_cases_with_target,total_source_lines,total_target_lines,total_neighbor_hits,total_matched_1to1,global_coverage_any,global_weighted_coverage_any,mean_case_coverage_any,median_case_coverage_any,mean_case_weighted_coverage_any,median_case_weighted_coverage_any,global_missed_pct,global_weighted_missed_pct,global_precision,global_recall,global_f1,mean_case_precision,mean_case_f1,mean_case_spearman_intensity,matched_line_count,median_abs_dnu_cm,p90_abs_dnu_cm,mean_signed_dnu_cm,median_abs_rel_pct_dnu,mae_log10_ratio
dft_peak,DFT->Pred,fingerprint,15.0,all,512,512,512,9766,9845,4081,2359,0.4178783534712267,0.3609011455249135,0.4053036110098566,0.410427807486631,0.3609011455249135,0.3639789921050698,0.5821216465287733,0.6390988544750865,0.23961401726764855,0.2415523243907434,0.24057926673805516,0.23903093137720038,0.2433836345363508,-0.15231562980923594,2359,7.0,14.0,-1.8355235269181858,0.7252215954875101,0.4580865417183613
dft_peak,DFT->Pred,fingerprint,16.0,all,512,512,512,9766,9845,4278,2472,0.43805037886545156,0.3790371144757909,0.4249413625979314,0.43478260869565216,0.3790371144757909,0.379057808111265,0.5619496211345485,0.6209628855242091,0.2510919248349416,0.2531230800737252,0.2521034113507725,0.25037984508126887,0.25419543357643226,-0.15076100703351605,2472,8.0,14.0,-1.9263754045307444,0.7593736878999371,0.456244667911876
dft_peak,DFT->Pred,fingerprint,17.0,all,512,512,512,9766,9845,4466,2590,0.45730083964775753,0.3972424541780235,0.4443498812557772,0.46153846153846156,0.3972424541780235,0.4053924422077668,0.5426991603522424,0.6027575458219765,0.26307770441848655,0.2652058160966619,0.2641374738667075,0.2620234589568019,0.26488881345497833,-0.12624809648509755,2590,8.0,15.0,-2.0617760617760617,0.789734234550288,0.45524349251791757
dft_peak,DFT->Pred,fingerprint,18.0,all,512,512,512,9766,9845,4646,2707,0.47573213188613556,0.41214628411274584,0.46231272565754733,0.4782608695652174,0.41214628411274584,0.42402810676237335,0.5242678681138644,0.5878537158872541,0.2749619095987811,0.2771861560516076,0.27606955280199885,0.2741819476675911,0.2755711111162489,-0.1268813192076991,2707,8.0,16.0,-2.32508311784263,0.8333333333333334,0.45385965262636824
dft_peak,DFT->Pred,fingerprint,19.0,all,512,512,512,9766,9845,4821,2809,0.49365144378455866,0.4297755460275423,0.47960786604098304,0.5,0.4297755460275423,0.43894651194692724,0.5063485562154413,0.5702244539724577,0.28532249873031995,0.2876305549866885,0.2864718780276375,0.28407140554477084,0.2858224066044092,-0.12554785554934594,2809,9.0,17.0,-2.551797792808829,0.8650519031141869,0.4540250689956174
dft_peak,DFT->Pred,fingerprint,20.0,all,512,512,512,9766,9845,4982,2897,0.510137210731108,0.44650254408152157,0.4959231888263174,0.5238095238095238,0.44650254408152157,0.46182709266605537,0.48986278926889204,0.5534974559184784,0.29426104621635346,0.29664140896989555,0.29544643312426705,0.2931867029202945,0.29402460693720217,-0.12631259018945787,2897,9.0,18.0,-2.639972385226096,0.8888888888888888,0.453663311689243
dft_peak,DFT->Pred,fp_1200_1600,5.0,all,512,512,504,3967,1828,352,322,0.08873203932442651,0.09156212007530014,0.08584969175789489,0.0,0.09156212007530014,0.0,0.9112679606755735,0.9084378799246998,0.1761487964989059,0.08116964960927653,0.11113028472821397,0.16742724867724867,0.22524963803246967,-0.12535211267605634,322,3.0,5.0,0.11801242236024845,0.19150991067353457,0.4468891586709774
dft_peak,DFT->Pred,fp_1200_1600,6.0,all,512,512,504,3967,1828,426,383,0.10738593395512983,0.1108086731764858,0.10465549532932344,0.09545454545454546,0.1108086731764858,0.05337426168926226,0.8926140660448701,0.8891913268235142,0.20951859956236324,0.09654650869674818,0.13218291630716134,0.20246362433862433,0.2401333090955527,-0.09484536082474228,383,3.0,6.0,-0.04177545691906005,0.23237800154918667,0.44641749456585034
dft_peak,DFT->Pred,fp_1200_1600,7.0,all,512,512,504,3967,1828,483,435,0.12175447441391479,0.12478498308748842,0.1183023085855117,0.1111111111111111,0.12478498308748842,0.06900380791871705,0.8782455255860853,0.8752150169125116,0.23796498905908095,0.10965465086967481,0.15012942191544434,0.2273195389266818,0.25109107665243174,-0.06666666666666667,435,4.0,7.0,-0.004597701149425287,0.2560819462227913,0.44329720998977645
dft_peak,DFT->Pred,fp_1200_1600,8.0,all,512,512,504,3967,1828,546,489,0.13763549281572976,0.14070733275407432,0.13319164559398933,0.125,0.14070733275407432,0.08992242155739723,0.8623645071842703,0.8592926672459257,0.2675054704595186,0.12326695235694479,0.16876617773943053,0.25601851851851853,0.26445877273158586,-0.0674074074074074,489,4.0,8.0,0.12678936605316973,0.3103180760279286,0.4441511381303021
dft_peak,DFT->Pred,fp_1200_1600,9.0,all,512,512,504,3967,1828,606,540,0.15276027224602975,0.15457465107648108,0.14739675472097347,0.125,0.15457465107648108,0.10633986424545877,0.8472397277539703,0.845425348923519,0.29540481400437635,0.13612301487269976,0.18636755823986195,0.28416950113378686,0.27841986638163263,-0.11503267973856207,540,5.0,8.0,0.13148148148148148,0.32451872446185603,0.44326035876669223
dft_peak,DFT->Pred,fp_1200_1600,10.0,all,512,512,504,3967,1828,668,589,0.16838921099067305,0.1686199800345453,0.1621468375374625,0.14285714285714285,0.1686199800345453,0.12071486132092477,0.831610789009327,0.8313800199654546,0.32221006564551424,0.14847491807411142,0.2032786885245902,0.3110504850088183,0.2900526881205702,-0.0888235294117647,589,5.0,9.0,0.20543293718166383,0.3776435045317221,0.4441222173406676
dft_peak,DFT->Pred,fp_1200_1600,11.0,all,512,512,504,3967,1828,727,632,0.18326191076380136,0.18220759544671508,0.17605038190975691,0.15476190476190477,0.18220759544671508,0.1334355927350271,0.8167380892361986,0.817792404553285,0.34573304157549234,0.15931434333249306,0.21811906816220877,0.33495449105568154,0.2994548550374863,-0.08287292817679558,632,5.0,10.0,0.10443037974683544,0.38684735616893917,0.4451448764360809
dft_peak,DFT->Pred,fp_1200_1600,12.0,all,512,512,504,3967,1828,784,680,0.19763045122258635,0.19497747279980276,0.1900147053467366,0.16666666666666666,0.19497747279980276,0.150862950824868,0.8023695487774136,0.8050225272001972,0.37199124726477023,0.17141416687673305,0.23468507333908545,0.36509668682287727,0.30960931795789665,-0.06307692307692306,680,6.0,11.0,0.1676470588235294,0.4118618939540438,0.44549422842668573
dft_peak,DFT->Pred,fp_1200_1600,13.0,all,512,512,504,3967,1828,837,721,0.21099067305268465,0.2089303269787024,0.2028794718736125,0.2,0.2089303269787024,0.16947073756396674,0.7890093269473153,0.7910696730212976,0.39442013129102843,0.18174943282077136,0.24883520276100085,0.3898990614764424,0.31624947960658256,-0.0201923076923077,721,6.0,12.0,0.2843273231622746,0.44742729306487694,0.4418861450914388
dft_peak,DFT->Pred,fp_1200_1600,14.0,all,512,512,504,3967,1828,906,771,0.22838416939752962,0.22703836306494846,0.2200542404643967,0.2,0.22703836306494846,0.1871706060025879,0.7716158306024704,0.7729616369350516,0.4217724288840263,0.19435341567935469,0.2660914581535807,0.41679343033509697,0.3258910363369055,0.003947368421052629,771,7.0,13.0,0.1932555123216602,0.47770700636942676,0.44264224295512683
dft_peak,DFT->Pred,fp_1200_1600,15.0,all,512,512,504,3967,1828,967,816,0.24376102848500125,0.2393045856760951,0.23452631895014708,0.2222222222222222,0.2393045856760951,0.20065919712067376,0.7562389715149987,0.7606954143239049,0.44638949671772427,0.20569700025207965,0.28162208800690247,0.4394904257999496,0.33740571007815745,0.007317073170731699,816,7.0,14.0,0.1642156862745098,0.513525909866196,0.44145910650324943
dft_peak,DFT->Pred,fp_1200_1600,16.0,all,512,512,504,3967,1828,1023,861,0.2578774892866146,0.2505184416657769,0.24780954180368245,0.2403846153846154,0.2505184416657769,0.21525502710747757,0.7421225107133854,0.7494815583342231,0.4710065645514223,0.21704058482480465,0.2971527178602243,0.4621826971529353,0.34790694887910845,0.036514065085493645,861,7.0,15.0,0.13704994192799072,0.5460218408736349,0.4406820110508388
dft_peak,DFT->Pred,fp_1200_1600,17.0,all,512,512,504,3967,1828,1077,902,0.2714897907738845,0.26676439270664615,0.26172985543102734,0.25,0.26676439270664615,0.2305147843434116,0.7285102092261155,0.7332356072933539,0.4934354485776805,0.22737585076884295,0.3113028472821398,0.4842080813807005,0.35837803817985,0.013758566157090153,902,8.0,15.0,0.33813747228381374,0.5719733656663308,0.4424949714172984
dft_peak,DFT->Pred,fp_1200_1600,18.0,all,512,512,504,3967,1828,1132,941,0.2853541719183262,0.2797637309835089,0.27491273917055165,0.2727272727272727,0.2797637309835089,0.24941138243142766,0.7146458280816739,0.7202362690164912,0.5147702407002188,0.23720695739853795,0.324762726488352,0.5072145061728395,0.36713675611154073,0.006309944472488651,941,8.0,16.0,0.30499468650371947,0.586940572267058,0.43936158220871535
dft_peak,DFT->Pred,fp_1200_1600,19.0,all,512,512,504,3967,1828,1188,975,0.2994706327199395,0.2948987336838812,0.28828567808059996,0.2857142857142857,0.2948987336838812,0.26783188822783394,0.7005293672800605,0.7051012663161188,0.5333698030634574,0.24577766574237458,0.33649698015530627,0.5246732489292014,0.37566697535350785,0.03323514972999509,975,8.0,17.0,0.29435897435897435,0.6172839506172839,0.439851679479724
dft_peak,DFT->Pred,fp_1200_1600,20.0,all,512,512,504,3967,1828,1238,1009,0.31207461557852284,0.30709437977530607,0.30017214231081424,0.2857142857142857,0.30709437977530607,0.2801528423935772,0.6879253844214772,0.6929056202246939,0.5519693654266958,0.25434837408621125,0.34823123382226057,0.5432626291257244,0.38654055305242097,0.027138079311992355,1009,9.0,18.0,0.2844400396432111,0.6354249404289118,0.4394988433889717
dft_peak,DFT->Pred,fp_1600_1800,5.0,all,511,488,489,843,1011,103,79,0.1221826809015421,0.12244723926874793,0.12346311475409837,0.0,0.12244723926874793,0.0,0.877817319098458,0.8775527607312521,0.0781404549950544,0.0937129300118624,0.08522114347357067,0.07788002726653033,0.5055860805860805,0.9999999999999999,79,3.0,5.0,0.5443037974683544,0.18450184501845018,0.5142699901748967
dft_peak,DFT->Pred,fp_1600_1800,6.0,all,511,488,489,843,1011,119,93,0.14116251482799524,0.1412070413305048,0.14258879781420766,0.0,0.1412070413305048,0.0,0.8588374851720048,0.8587929586694952,0.09198813056379822,0.1103202846975089,0.10032362459546927,0.09124062713019766,0.5128306878306879,0.3333333333333333,93,3.0,6.0,-0.053763440860215055,0.186219739292365,0.53789313165655
dft_peak,DFT->Pred,fp_1600_1800,7.0,all,511,488,489,843,1011,135,105,0.1601423487544484,0.15863019802025083,0.1603483606557377,0.0,0.15863019802025083,0.0,0.8398576512455516,0.8413698019797492,0.10385756676557864,0.12455516014234876,0.11326860841423948,0.10197682344921608,0.516547619047619,0.19999999999999998,105,4.0,7.0,0.21904761904761905,0.24464831804281345,0.5071382473200703
dft_peak,DFT->Pred,fp_1600_1800,8.0,all,511,488,489,843,1011,146,114,0.17319098457888493,0.17158060321764312,0.1729849726775956,0.0,0.17158060321764312,0.0,0.8268090154211151,0.8284193967823569,0.11275964391691394,0.13523131672597866,0.12297734627831715,0.10913428766189502,0.5255390835579515,0.49999999999999994,114,4.0,7.0,0.2719298245614035,0.247448214209176,0.5073664352511221
dft_peak,DFT->Pred,fp_1600_1800,9.0,all,511,488,489,843,1011,177,140,0.2099644128113879,0.20840883520047143,0.2112363387978142,0.0,0.20840883520047143,0.0,0.7900355871886121,0.7915911647995286,0.13847675568743817,0.166073546856465,0.15102481121898598,0.1345262440354465,0.5362723214285714,0.49999999999999994,140,5.0,9.0,-0.29285714285714287,0.3091204581748076,0.5052359505307522
dft_peak,DFT->Pred,fp_1600_1800,10.0,all,511,488,489,843,1011,190,153,0.22538552787663108,0.22348787756606336,0.22540983606557374,0.0,0.22348787756606336,0.0,0.774614472123369,0.7765121224339366,0.1513353115727003,0.18149466192170818,0.1650485436893204,0.1463531015678255,0.5342411784857828,0.4285714285714285,153,5.0,9.0,0.1895424836601307,0.3105590062111801,0.502447515641974
dft_peak,DFT->Pred,fp_1600_1800,11.0,all,511,488,489,843,1011,214,172,0.2538552787663108,0.2525252181521827,0.2520491803278688,0.0,0.2525252181521827,0.0,0.7461447212336891,0.7474747818478173,0.17012858555885263,0.2040332147093713,0.1855447680690399,0.16629175187457396,0.5441403834260976,0.2222222222222222,172,6.0,11.0,-0.023255813953488372,0.36991368680641185,0.4954275830917302
dft_peak,DFT->Pred,fp_1600_1800,12.0,all,511,488,489,843,1011,228,183,0.2704626334519573,0.26435511542344287,0.26741803278688525,0.0,0.26435511542344287,0.0,0.7295373665480427,0.7356448845765571,0.18100890207715134,0.21708185053380782,0.19741100323624594,0.17685753237900476,0.548750734861846,0.14285714285714285,183,6.0,11.0,0.17486338797814208,0.37174721189591076,0.49755752411576454
dft_peak,DFT->Pred,fp_1600_1800,13.0,all,511,488,489,843,1011,241,195,0.2858837485172005,0.28037323833767774,0.2843237704918033,0.0,0.28037323833767774,0.0,0.7141162514827994,0.7196267616623222,0.19287833827893175,0.2313167259786477,0.21035598705501615,0.18687798227675528,0.5555042016806723,0.11999999999999998,195,7.0,12.0,0.1641025641025641,0.4206730769230769,0.5008274269631595
dft_peak,DFT->Pred,fp_1600_1800,14.0,all,511,488,489,843,1011,255,206,0.302491103202847,0.2943268664773743,0.29849726775956287,0.0,0.2943268664773743,0.0,0.697508896797153,0.7056731335226256,0.20375865479723046,0.2443653618030842,0.22222222222222224,0.19683026584867075,0.5584207694377186,0.0714285714285714,206,7.0,13.0,0.22330097087378642,0.4333024246697116,0.49843032110712443
dft_peak,DFT->Pred,fp_1600_1800,15.0,all,511,488,489,843,1011,275,220,0.3262158956109134,0.31498816556838977,0.321448087431694,0.0,0.31498816556838977,0.0,0.6737841043890866,0.6850118344316103,0.2176063303659743,0.2609727164887307,0.23732470334412084,0.21557600545330605,0.561265664160401,0.10344827586206894,220,8.0,14.0,0.07272727272727272,0.48961442115230186,0.48846874600823237
dft_peak,DFT->Pred,fp_1600_1800,16.0,all,511,488,489,843,1011,293,233,0.3475682087781732,0.3358108812265901,0.34245218579234976,0.0,0.3358108812265901,0.0,0.6524317912218268,0.6641891187734099,0.2304648862512364,0.2763938315539739,0.25134843581445526,0.2285276073619632,0.5639642857142857,0.12500000000000003,233,9.0,15.0,0.41201716738197425,0.5287896592244419,0.4874385910085516
dft_peak,DFT->Pred,fp_1600_1800,17.0,all,511,488,489,843,1011,304,241,0.36061684460260973,0.347162408252351,0.3530396174863388,0.0,0.347162408252351,0.0,0.6393831553973903,0.652837591747649,0.23837784371909002,0.2858837485172005,0.2599784250269687,0.23943421949556917,0.5671174294960702,0.11764705882352941,241,9.0,15.0,0.3983402489626556,0.5385996409335727,0.4879982261348181
dft_peak,DFT->Pred,fp_1600_1800,18.0,all,511,488,489,843,1011,314,248,0.37247924080664296,0.3544328796219866,0.36301229508196725,0.0,0.3544328796219866,0.0,0.627520759193357,0.6455671203780133,0.24530168150346193,0.2941874258600237,0.267529665587918,0.2469325153374233,0.5723469387755102,0.02702702702702703,248,9.0,16.0,0.31451612903225806,0.5456223413521863,0.4808782918622703
dft_peak,DFT->Pred,fp_1600_1800,19.0,all,511,488,489,843,1011,324,255,0.38434163701067614,0.3649203973488757,0.37377049180327865,0.0,0.3649203973488757,0.0,0.6156583629893239,0.6350796026511243,0.2522255192878338,0.302491103202847,0.2750809061488674,0.25289706884798907,0.5733887043189368,0.03947368421052629,255,9.0,16.0,0.5294117647058824,0.5524861878453039,0.47762554911842897
dft_peak,DFT->Pred,fp_1600_1800,20.0,all,511,488,489,843,1011,342,269,0.40569395017793597,0.3853252150690761,0.39665300546448085,0.25,0.3853252150690761,0.05829998451974957,0.594306049822064,0.614674784930924,0.26607319485657766,0.3190984578884935,0.29018338727076587,0.26523517382413087,0.5854247104247104,-0.045454545454545456,269,9.0,18.0,0.6505576208178439,0.5555555555555556,0.4829191034074458
dft_peak,DFT->Pred,fp_400_800,5.0,all,512,482,512,2012,3872,627,589,0.3116302186878728,0.30979227909150936,0.30577866693011924,0.30952380952380953,0.30979227909150936,0.2582433329577215,0.6883697813121272,0.6902077209084907,0.15211776859504134,0.2927435387673956,0.20020394289598914,0.14770362016455768,0.2814223369375754,0.02228571428571428,589,3.0,5.0,0.11375212224108659,0.3973509933774834,0.5080260979891656
dft_peak,DFT->Pred,fp_400_800,6.0,all,512,482,512,2012,3872,720,674,0.35785288270377735,0.34896140792610714,0.34599387472831455,0.3333333333333333,0.34896140792610714,0.32742544266864726,0.6421471172962226,0.6510385920738928,0.1740702479338843,0.3349900596421471,0.2290958531611149,0.16876455792471418,0.3047081601618915,0.0019138755980861325,674,3.0,6.0,0.001483679525222552,0.4827034499899032,0.5116095175629352
dft_peak,DFT->Pred,fp_400_800,7.0,all,512,482,512,2012,3872,823,767,0.40904572564612324,0.39564580466425775,0.39608937627609825,0.4,0.39564580466425775,0.3863760922328928,0.5909542743538767,0.6043541953357423,0.19808884297520662,0.3812127236580517,0.2607070020394289,0.19363716795357422,0.326563371043907,-0.037398627573300064,767,4.0,7.0,-0.13559322033898305,0.5361930294906166,0.5106238502469055
dft_peak,DFT->Pred,fp_400_800,8.0,all,512,482,512,2012,3872,911,850,0.45278330019880714,0.44808820298705654,0.4466294539945992,0.5,0.44808820298705654,0.44711366240808426,0.5472166998011929,0.5519117970129435,0.21952479338842976,0.4224652087475149,0.28891910265125764,0.21370986869033742,0.34651472121239885,-0.03166099773242632,850,4.0,7.0,-0.13176470588235295,0.5974611248689289,0.5132220068605844
dft_peak,DFT->Pred,fp_400_800,9.0,all,512,482,512,2012,3872,995,927,0.4945328031809145,0.4908077187649078,0.49061861950866104,0.5,0.4908077187649078,0.4937541200739747,0.5054671968190855,0.5091922812350922,0.23941115702479338,0.46073558648111335,0.31509177430319507,0.23278956828761516,0.36220088236496906,-0.027830687830687824,927,4.0,8.0,-0.09169363538295577,0.6779661016949152,0.5188137192818179
dft_peak,DFT->Pred,fp_400_800,10.0,all,512,482,512,2012,3872,1081,1005,0.5372763419483101,0.5384082003600045,0.5391432852532437,0.5,0.5384082003600045,0.5562189947619334,0.4627236580516899,0.4615917996399955,0.25955578512396693,0.4995029821073559,0.34160435078178114,0.25498727075875516,0.37720833953750804,-0.033966565349544085,1005,5.0,9.0,-0.1044776119402985,0.7326007326007326,0.5194722584453879
dft_peak,DFT->Pred,fp_400_800,11.0,all,512,482,512,2012,3872,1162,1075,0.5775347912524851,0.5766088989563554,0.5786002436936046,0.6,0.5766088989563554,0.6086189574453508,0.4224652087475149,0.42339110104364464,0.27763429752066116,0.5342942345924453,0.36539768864717875,0.2736499719898158,0.39347462772976616,-0.006255992329817832,1075,5.0,10.0,-0.17953488372093024,0.7741935483870968,0.5192550392204272
dft_peak,DFT->Pred,fp_400_800,12.0,all,512,482,512,2012,3872,1241,1149,0.6167992047713717,0.6083773555161429,0.6122472502140551,0.6666666666666666,0.6083773555161429,0.6649481507209629,0.38320079522862827,0.3916226444838571,0.296745867768595,0.5710735586481114,0.39055064581917065,0.2926673153235653,0.41446732669766867,0.0112147406733394,1149,5.0,11.0,-0.14708442123585727,0.8278145695364238,0.5189753809807147
dft_peak,DFT->Pred,fp_400_800,13.0,all,512,482,512,2012,3872,1306,1210,0.6491053677932406,0.6405048804798846,0.6448239807679642,0.6666666666666666,0.6405048804798846,0.7036977564823388,0.3508946322067594,0.35949511952011537,0.3125,0.6013916500994035,0.4112848402447315,0.3100575260243229,0.4305029326894652,-0.03320993031358885,1210,6.0,12.0,-0.10743801652892562,0.890925419439115,0.5163227244366024
dft_peak,DFT->Pred,fp_400_800,14.0,all,512,482,512,2012,3872,1369,1266,0.6804174950298211,0.6731640637586231,0.677939965751169,0.7142857142857143,0.6731640637586231,0.7313901357515553,0.3195825049701789,0.32683593624137686,0.3269628099173554,0.6292246520874751,0.4303195105370496,0.3243156908195971,0.44300449524599506,-0.03474504846186262,1266,6.0,12.0,-0.2796208530805687,0.9354545136336588,0.5142578402201935
dft_peak,DFT->Pred,fp_400_800,15.0,all,512,482,512,2012,3872,1428,1318,0.709741550695825,0.699183203545695,0.7049298557597312,0.75,0.699183203545695,0.7625516564481654,0.290258449304175,0.30081679645430504,0.34039256198347106,0.6550695825049702,0.4479945615227736,0.33812411546786547,0.46103852750819313,-0.0431067044381492,1318,6.0,13.0,-0.20030349013657056,0.9738465040156943,0.5147808076485265
dft_peak,DFT->Pred,fp_400_800,16.0,all,512,482,512,2012,3872,1476,1360,0.7335984095427436,0.7250585612459207,0.7301949548837515,0.75,0.7250585612459207,0.7845370689874658,0.2664015904572564,0.2749414387540793,0.3512396694214876,0.6759443339960238,0.4622705642420122,0.34913066534160286,0.47323581163659784,-0.03631781403369147,1360,7.0,14.0,-0.14705882352941177,1.0186874670310189,0.5135860811960227
dft_peak,DFT->Pred,fp_400_800,17.0,all,512,482,512,2012,3872,1521,1406,0.7559642147117296,0.748883752942309,0.7529193835210433,0.8,0.748883752942309,0.8162750416785285,0.2440357852882704,0.251116247057691,0.3631198347107438,0.6988071570576541,0.4779061862678451,0.36088372890130704,0.486004193271641,-0.042139595564253104,1406,7.0,14.0,-0.09388335704125178,1.0631233929530106,0.5119913084650017
dft_peak,DFT->Pred,fp_400_800,18.0,all,512,482,512,2012,3872,1561,1445,0.775844930417495,0.7707768212136759,0.7744632154383191,0.8,0.7707768212136759,0.8394277581641352,0.22415506958250497,0.22922317878632414,0.3731921487603306,0.7181908548707754,0.4911624745071379,0.3717119469072594,0.4976155472059335,-0.05753433448851238,1445,7.0,15.0,-0.22837370242214533,1.0899182561307903,0.5117240655344457
dft_peak,DFT->Pred,fp_400_800,19.0,all,512,482,512,2012,3872,1605,1493,0.797713717693837,0.7917149852586689,0.7952002239346637,0.8333333333333334,0.7917149852586689,0.8769459415039851,0.20228628230616297,0.2082850147413311,0.3855888429752066,0.7420477137176938,0.5074779061862679,0.3847413762452825,0.5110300423782896,-0.049216959511077164,1493,7.0,16.0,-0.3737441393168118,1.1173184357541899,0.5101165948934582
dft_peak,DFT->Pred,fp_400_800,20.0,all,512,482,512,2012,3872,1637,1530,0.8136182902584493,0.8111925742371233,0.8164246196403874,0.875,0.8111925742371233,0.9304246532514149,0.18638170974155066,0.18880742576287668,0.39514462809917356,0.7604373757455268,0.5200543847722637,0.39571769918449606,0.5212750931687209,-0.046201814058956917,1530,7.0,17.0,-0.4300653594771242,1.1440376795312963,0.5095084689351433
dft_peak,DFT->Pred,fp_800_1200,5.0,all,512,512,505,2966,3151,480,411,0.16183412002697237,0.1590709730113048,0.16079396948537572,0.1380952380952381,0.1590709730113048,0.11209616299493072,0.8381658799730276,0.8409290269886952,0.13043478260869565,0.13857046527309508,0.13437959784207945,0.12916563084879917,0.221923215492717,-0.12475247524752477,411,3.0,5.0,-0.3746958637469586,0.26109660574412535,0.3607529833924121
